name,qid,human,transformer,gpt3,chat_user_collo,chat_user_natural
recall_200            ,112_9,0.125,0.5,0.5,0.375,0.5
recall_200            ,113_1,0.2889,0.4889,0.5333,0.5333,0.5333
recall_200            ,113_2,0.8621,0.7586,0.7241,0.6897,0.7241
recall_200            ,113_3,0.4571,0.1143,0.6286,0.6571,0.5429
recall_200            ,113_4,0.1724,0,0,0,0
recall_200            ,113_5,0.625,0.1875,0.0625,0.0625,0.125
recall_200            ,113_6,0.3636,0.6136,0.7955,0,0.6136
recall_200            ,113_7,0.4444,0,0.2,0.2,0.2222
recall_200            ,113_8,0.3871,0.3548,0.2581,0.3871,0.1935
recall_200            ,115_1,0.7273,0.5455,0.5909,0.5909,0.5909
recall_200            ,115_10,0.3333,0.25,0.25,0.0833,0.0833
recall_200            ,115_11,0.25,0.25,0.25,0.25,0.25
recall_200            ,115_2,0.7037,0.3704,0.8148,0.4074,0.7037
recall_200            ,115_3,0.5385,0.3077,0.2308,0.3077,0.3077
recall_200            ,115_4,0.5556,0,0.5556,0.1111,0.5556
recall_200            ,115_5,0.7632,0,0.8158,0.8158,0.7895
recall_200            ,115_6,0.5294,0.0588,0.2941,0.2353,0.2941
recall_200            ,115_7,0.5833,0.1667,0.3333,0.25,0.3333
recall_200            ,115_8,0.4333,0,0.8333,0.8333,0.8667
recall_200            ,115_9,0.2931,0.3793,0.3793,0.0862,0.2069
recall_200            ,116_1,0.75,0.625,0.625,0.625,0.625
recall_200            ,116_2,0.6,0.5,0.5,0.5,0.4
recall_200            ,116_3,0.625,0.5625,0.5,0.375,0.375
recall_200            ,116_4,0.5926,0.037,0.6296,0.6296,0.5926
recall_200            ,116_5,0.6667,0.6667,0.6667,0,0.6667
recall_200            ,116_6,1,1,1,1,1
recall_200            ,116_7,0.5294,0.5882,0.5882,0.4118,0.3529
recall_200            ,116_8,0.3571,0.1667,0.2381,0.3333,0.2619
recall_200            ,117_1,0,0.8,0.9,0.9,0.9
recall_200            ,117_10,0.2353,0.2353,0.1176,0,0.1765
recall_200            ,117_2,0.1667,0.3333,0.5,0,0.1667
recall_200            ,117_3,0.0909,0,0.2727,0.2727,0.7273
recall_200            ,117_4,0.0909,0,0.7273,0.7273,0.7273
recall_200            ,117_5,0,0.8,0.7,0.7,0.7
recall_200            ,117_6,0,0.6667,1,0.6667,1
recall_200            ,117_8,0,0.2,0.4,0.2,0.2
recall_200            ,117_9,0.04,0.52,0.24,0.28,0.4
recall_200            ,118_1,0.3607,0.4754,0.4098,0.4098,0.4098
recall_200            ,118_2,0.7879,0.8788,0.8182,0.8788,0.8788
recall_200            ,118_3,0.6,0.7333,0.6222,0.7111,0.6889
recall_200            ,118_4,0.6471,0.1176,0.7647,0.7059,0.5294
recall_200            ,118_5,0.2,0.1,0.4,0.4,0.5
recall_200            ,118_6,0.5,0,0.5,0.4773,0.5
recall_200            ,118_7,0.5541,0.5946,0.5811,0.527,0.6216
recall_200            ,118_8,0.7162,0.7027,0.6081,0.6757,0.6892
recall_200            ,119_1,0.8261,0.7826,0.7826,0.7826,0.7826
recall_200            ,119_2,0.8636,0.1818,0.9091,0.8182,0.8636
recall_200            ,119_3,0.7805,0.7805,0.7561,0,0
recall_200            ,119_4,0.7805,0.0732,0.0976,0.0976,0.122
recall_200            ,119_5,0.0769,0.6923,0.5385,0,0.1538
recall_200            ,119_6,0.2632,0.7632,0.7632,0.7895,0.7895
recall_200            ,119_7,0.2115,0.5192,0.2692,0.6538,0.7115
recall_200            ,119_8,0.1111,0.75,0.5,0,0.4444
recall_200            ,121_1,0.3043,0.7391,0.7391,0.7391,0.7391
recall_200            ,121_2,0.5556,0.5926,0.5556,0.4444,0.5926
recall_200            ,121_3,0.6667,0.7333,0.7,0.7333,0.6333
recall_200            ,121_4,0.6087,0.5652,0.6957,0.8261,0.7391
recall_200            ,121_5,0,0.5714,0.8571,0.4286,0.2857
recall_200            ,121_6,0.4286,0.7143,0.7143,0.5714,0.4286
recall_200            ,121_7,0.125,0.75,0.875,0.875,0.75
recall_200            ,121_8,0.7143,0,0.6429,0.8571,0.7143
recall_200            ,124_1,0.375,0.6607,0.7143,0.7143,0.7143
recall_200            ,124_10,0.6885,0.5738,0.6721,0.4754,0.459
recall_200            ,124_11,0.5128,0.641,0.7179,0.6923,0.4359
recall_200            ,124_2,0.6627,0.6145,0.6265,0.3253,0.5663
recall_200            ,124_3,0.3473,0.3234,0.2455,0.2156,0.2156
recall_200            ,124_4,0.5439,0.4912,0.1579,0.1754,0.3684
recall_200            ,124_5,0.5,0.4545,0.3636,0.6818,0.5455
recall_200            ,124_6,0.5676,0.5811,0.5541,0.5135,0.5811
recall_200            ,124_7,0.2195,0.5366,0.6341,0.4756,0.5
recall_200            ,124_8,0.24,0.42,0.48,0.44,0.39
recall_200            ,124_9,0.7065,0.4022,0.6304,0.5435,0.6522
recall_200            ,125_1,0.7917,0.9167,0.9167,0.9167,0.9167
recall_200            ,125_2,0.5714,0.8571,0.8571,0.8571,0.8571
recall_200            ,125_3,0.625,0.625,0.625,0.625,0.625
recall_200            ,125_4,0.0385,0.6154,0.2308,0.5385,0.1923
recall_200            ,125_5,0.8529,0.6176,0.6471,0.2941,0.6471
recall_200            ,125_6,0,0.25,0.75,0.5,0.5
recall_200            ,127_1,0.3478,0.6304,0.6087,0.6087,0.6087
recall_200            ,127_2,0.4062,0.5312,0.4062,0.375,0.4688
recall_200            ,127_3,0.3393,0.3036,0.8393,0.6964,0.6607
recall_200            ,127_4,0.8462,0.0385,0.7692,0.7308,0.8077
recall_200            ,127_5,0.1429,0.5714,0.6429,0.2143,0.7857
recall_200            ,127_6,0.6512,0.7907,0.8837,0.7209,0.8372
recall_200            ,127_7,0.3659,0.7073,0.6585,0.5122,0.5366
recall_200            ,127_8,0.1754,0.4386,0.7895,0.7719,0.807
recall_200            ,127_9,0.3704,0.1111,0.2222,0.4815,0.4444
recall_200            ,128_1,0.4366,0.4366,0.493,0.493,0.493
recall_200            ,128_2,0.5091,0.0364,0.5636,0.5091,0.4
recall_200            ,128_3,0.4744,0.2308,0.5641,0.3333,0.4103
recall_200            ,129_1,0.2273,0.5227,0.4773,0.4773,0.4773
recall_200            ,129_2,0.5094,0.6792,0.7736,0.3585,0.6792
recall_200            ,129_3,0.1111,0.2037,0.4815,0.5185,0.5741
recall_200            ,129_4,0.6667,0.75,0.6667,0.4167,0.4722
recall_200            ,129_5,0.7719,0.6491,0.6842,0.7193,0.7018
recall_200            ,129_6,0.4737,0.1579,0.1579,0.1053,0.1579
recall_200            ,129_7,0.6842,0.6842,0.6842,0.1053,0.5789
recall_200            ,129_8,0.2812,0,0.3906,0.3594,0.3906
recall_200            ,131_1,0.3333,0.75,0.6833,0.6833,0.6833
recall_200            ,131_10,0.5405,0.7297,0.5676,0.7568,0.8108
recall_200            ,131_2,0.6964,0.3214,0.2321,0.0179,0.2679
recall_200            ,131_3,0.5,0.7273,0.8636,0.9091,0.8182
recall_200            ,131_4,0.6957,1,1,0.9565,1
recall_200            ,131_5,0.9524,0.7143,0.381,0,0.7619
recall_200            ,131_6,0.875,0.9375,0.875,0.5,1
recall_200            ,131_7,0.8182,0.4318,0.4545,0.6818,0.3636
recall_200            ,131_8,0.6154,0.7692,0.3846,0.8077,0.8077
recall_200            ,131_9,0.1875,0.1875,0.2917,0.2708,0.2292
recall_200            ,all,0.4796,0.468,0.5851,0.5001,0.565
recall_30             ,106_1,0.1,0.1,0.175,0.175,0.175
recall_30             ,106_10,0.2308,0.3077,0.2308,0.3077,0.1538
recall_30             ,106_2,0.1887,0.0377,0.1509,0.0189,0.0943
recall_30             ,106_3,0.2222,0.2778,0.2778,0,0.1667
recall_30             ,106_4,0.4167,0.5833,0.5833,0.5833,0.3333
recall_30             ,106_5,0.0952,0.1429,0.3333,0,0.2857
recall_30             ,106_6,0.125,0.25,0.5,0.5,0.5
recall_30             ,106_7,0.2083,0.5417,0.2917,0.375,0.4583
recall_30             ,106_8,0.0833,0,0.1667,0.0833,0.25
recall_30             ,107_1,0.2564,0.2821,0.3077,0.3077,0.3077
recall_30             ,107_2,0.4651,0.3953,0.3953,0.3953,0.2791
recall_30             ,107_3,0.4359,0.2308,0.3077,0.3333,0.3846
recall_30             ,107_4,0.3,0,0,0.025,0.15
recall_30             ,107_5,0.2381,0.2381,0.381,0.2381,0.2857
recall_30             ,107_6,0.3134,0.209,0.194,0.209,0.2687
recall_30             ,107_7,0.386,0.3509,0.2807,0.3158,0.3158
recall_30             ,107_8,0.425,0.45,0.4,0.4,0.4
recall_30             ,108_1,0.25,0.3333,0.3333,0.3333,0.3333
recall_30             ,108_2,0.1509,0.2453,0.283,0.2453,0.2453
recall_30             ,108_3,0.0417,0.1875,0.2708,0.1458,0.2708
recall_30             ,108_4,0.0286,0.0714,0.1857,0.1714,0.1
recall_30             ,108_5,0.3103,0.2759,0.3621,0.1379,0.3621
recall_30             ,108_6,0.0204,0,0.0408,0.0408,0.0612
recall_30             ,108_7,0.2308,0.1538,0.3462,0.3077,0.3077
recall_30             ,108_8,0.3529,0.3235,0.3529,0.3529,0.3529
recall_30             ,110_1,0.2778,0.3056,0.3056,0.3056,0.3056
recall_30             ,110_2,0.34,0.1,0.3,0.32,0.26
recall_30             ,110_3,0.197,0.0909,0.2121,0,0.2273
recall_30             ,110_4,0.4186,0.0698,0.3023,0.3488,0.3488
recall_30             ,110_5,0.5625,0.6875,0.125,0.25,0.5625
recall_30             ,110_6,0,0,0.4167,0.5833,0.4167
recall_30             ,110_7,0.3529,0,0.2941,0.1765,0.3529
recall_30             ,110_8,0.4783,0.1304,0.0435,0.2174,0.3043
recall_30             ,110_9,0.3871,0.129,0.129,0.1935,0.0968
recall_30             ,111_1,0.2667,0.2,0.2167,0.2167,0.2167
recall_30             ,111_2,0.6129,0.2258,0.1935,0,0.0645
recall_30             ,111_3,0.25,0,0.5,0.0312,0
recall_30             ,111_4,0.3333,0,0.2,0.2333,0.2
recall_30             ,111_5,0.2667,0.0667,0.1333,0,0
recall_30             ,111_6,0.6,0.7,0.8,0.8,0.8
recall_30             ,111_7,0.2,0.2,0,0.6,0.6
recall_30             ,111_8,0.0571,0.4,0.4,0.2286,0.2286
recall_30             ,111_9,0.0877,0.0351,0.2632,0.1754,0.1053
recall_30             ,112_1,0.2766,0.4894,0.4468,0.4468,0.4468
recall_30             ,112_2,0.8462,0,0.6923,0.6154,0.7692
recall_30             ,112_3,0.3667,0.4333,0.2333,0.3,0.3333
recall_30             ,112_4,0.1373,0.2549,0.2745,0.1961,0.3137
recall_30             ,112_5,0.2105,0.2368,0.3421,0.2632,0.2632
recall_30             ,112_6,0.1389,0.25,0.2778,0.1667,0.3056
recall_30             ,112_7,0.2,0.04,0.12,0.4,0.2
recall_30             ,112_9,0,0.125,0.25,0.125,0.25
recall_30             ,113_1,0.2,0.1556,0.2,0.2,0.2
recall_30             ,113_2,0.4483,0.2414,0.4138,0.3103,0.2759
recall_30             ,113_3,0.3143,0,0.2857,0.2571,0.2
recall_30             ,113_4,0.069,0,0,0,0
recall_30             ,113_5,0.25,0,0.0625,0.0625,0
recall_30             ,113_6,0.2273,0.1818,0.2045,0,0.2045
recall_30             ,113_7,0.2667,0,0.0444,0.0444,0.0222
recall_30             ,113_8,0.2581,0.0645,0.0968,0,0
recall_30             ,115_1,0.3182,0.25,0.2273,0.2273,0.2273
recall_30             ,115_10,0.3333,0.0833,0.1667,0.0833,0.0833
recall_30             ,115_11,0.25,0.25,0.25,0.25,0.25
recall_30             ,115_2,0.3704,0.1111,0.4074,0.1852,0.4074
recall_30             ,115_3,0.3077,0.1538,0.0769,0.1538,0.1538
recall_30             ,115_4,0.4444,0,0.5556,0.1111,0.3333
recall_30             ,115_5,0.3684,0,0.3684,0.2632,0.3421
recall_30             ,115_6,0.2941,0.0588,0.1765,0.0588,0.1765
recall_30             ,115_7,0.4167,0.0833,0.1667,0.0833,0.0833
recall_30             ,115_8,0.3333,0,0.4333,0.4333,0.3667
recall_30             ,115_9,0.1207,0.0862,0.1724,0.0345,0.0862
recall_30             ,116_1,0.375,0.375,0.4583,0.4583,0.4583
recall_30             ,116_2,0.3,0.4,0.3,0.4,0.3
recall_30             ,116_3,0.1875,0.125,0,0.0625,0.0625
recall_30             ,116_4,0.2222,0,0.2593,0.2593,0.2963
recall_30             ,116_5,0.6667,0,0.6667,0,0
recall_30             ,116_6,0.8571,0.8571,0.7143,0.8571,0.8571
recall_30             ,116_7,0.1765,0.1765,0.1176,0.1176,0.1765
recall_30             ,116_8,0.0952,0.0238,0.0714,0.1905,0.1429
recall_30             ,117_1,0,0.7,0.8,0.8,0.8
recall_30             ,117_10,0,0,0.0588,0,0
recall_30             ,117_2,0,0.1667,0.5,0,0.1667
recall_30             ,117_3,0,0,0.0909,0.0909,0.7273
recall_30             ,117_4,0,0,0.5455,0.6364,0.5455
recall_30             ,117_5,0,0.6,0.7,0.6,0.7
recall_30             ,117_6,0,0.6667,0.8333,0.6667,1
recall_30             ,117_8,0,0.2,0.4,0.2,0.2
recall_30             ,117_9,0,0.16,0.2,0.2,0.24
recall_30             ,118_1,0.1967,0.2131,0.2295,0.2295,0.2295
recall_30             ,118_2,0.4545,0.5152,0.4848,0.4848,0.4545
recall_30             ,118_3,0.3111,0.4222,0.3111,0.4222,0.4
recall_30             ,118_4,0.3529,0.0588,0.2941,0.2941,0.1765
recall_30             ,118_5,0.2,0,0.4,0.4,0.4
recall_30             ,118_6,0.25,0,0.25,0.2045,0.2955
recall_30             ,118_7,0.1892,0.1757,0.1892,0.1351,0.1757
recall_30             ,118_8,0.2297,0.2162,0.0676,0.1486,0.1757
recall_30             ,119_1,0.4348,0.4783,0.4783,0.4783,0.4783
recall_30             ,119_2,0.5455,0,0.5455,0.5455,0.5
recall_30             ,119_3,0.439,0.3171,0.3171,0,0
recall_30             ,119_4,0.3902,0.0244,0,0.0244,0
recall_30             ,119_5,0.0769,0.3077,0.2308,0,0.0769
recall_30             ,119_6,0.1053,0.4474,0.3684,0.4737,0.3947
recall_30             ,119_7,0.0192,0.25,0.1346,0.3462,0.3462
recall_30             ,119_8,0.0556,0.3333,0.1111,0,0.1944
recall_30             ,121_1,0.087,0.4783,0.1739,0.1739,0.1739
recall_30             ,121_2,0.4074,0.2963,0.2963,0.3704,0.1852
recall_30             ,121_3,0.3,0.4667,0.3333,0.3333,0.3333
recall_30             ,121_4,0.2609,0.3478,0.3913,0.4783,0.4783
recall_30             ,121_5,0,0.1429,0.8571,0.1429,0.1429
recall_30             ,121_6,0.2857,0.5714,0.4286,0.2857,0.4286
recall_30             ,121_7,0,0.75,0.625,0.5,0.5
recall_30             ,121_8,0.5714,0,0.5,0.7143,0.4286
recall_30             ,124_1,0.1786,0.3214,0.2143,0.2143,0.2143
recall_30             ,124_10,0.3443,0.2459,0.2787,0.1639,0.1803
recall_30             ,124_11,0.3077,0.2564,0.2051,0.3077,0.1795
recall_30             ,124_2,0.241,0.2169,0.2048,0.0843,0.1446
recall_30             ,124_3,0.0898,0.0898,0.0719,0.0479,0.0419
recall_30             ,124_4,0.1404,0.193,0,0.0877,0.1053
recall_30             ,124_5,0.1818,0.1818,0.0455,0.2727,0.2727
recall_30             ,124_6,0.2838,0.2432,0.2297,0.2162,0.2027
recall_30             ,124_7,0.122,0.1829,0.2195,0.1341,0.1707
recall_30             ,124_8,0.12,0.17,0.15,0.14,0.14
recall_30             ,124_9,0.2283,0.0761,0.1522,0.0761,0.2174
recall_30             ,125_1,0.375,0.6667,0.625,0.625,0.625
recall_30             ,125_2,0.2857,0.8571,0.8571,0.7143,0.8571
recall_30             ,125_3,0.375,0.625,0.625,0.5,0.5
recall_30             ,125_4,0.0385,0.1538,0.1154,0.1923,0.0769
recall_30             ,125_5,0.4706,0.2941,0.4412,0.0882,0.4412
recall_30             ,125_6,0,0.25,0.75,0.25,0.5
recall_30             ,127_1,0.1739,0.3261,0.2391,0.2391,0.2391
recall_30             ,127_2,0.0938,0.1875,0.125,0.1875,0.1875
recall_30             ,127_3,0.2321,0.125,0.3571,0.375,0.3929
recall_30             ,127_4,0.6923,0,0.5385,0.4231,0.5385
recall_30             ,127_5,0,0.2143,0.5,0,0.5
recall_30             ,127_6,0.3721,0.5349,0.5581,0.4186,0.4884
recall_30             ,127_7,0.2683,0.3415,0.4146,0.4146,0.439
recall_30             ,127_8,0.1053,0.2982,0.4035,0.4035,0.4561
recall_30             ,127_9,0.2222,0.0741,0.1111,0.2593,0.2593
recall_30             ,128_1,0.2394,0.1831,0.1549,0.1549,0.1549
recall_30             ,128_2,0.2182,0.0182,0.3091,0.1273,0.1455
recall_30             ,128_3,0.1795,0.0641,0.2179,0.0769,0.1026
recall_30             ,129_1,0.1136,0.1591,0.1818,0.1818,0.1818
recall_30             ,129_2,0.2075,0.283,0.2642,0.1321,0.2264
recall_30             ,129_3,0.0556,0.1296,0.1481,0.2407,0.2963
recall_30             ,129_4,0.4444,0.5556,0.4722,0.1389,0.1667
recall_30             ,129_5,0.3509,0.3158,0.2281,0.3333,0.3158
recall_30             ,129_6,0.1053,0,0,0.0526,0.0526
recall_30             ,129_7,0.5263,0.4211,0.3684,0,0.3684
recall_30             ,129_8,0.125,0,0.0938,0.0938,0.0938
recall_30             ,131_1,0.15,0.25,0.2167,0.2167,0.2167
recall_30             ,131_10,0.2973,0.3784,0.1351,0.2973,0.3514
recall_30             ,131_2,0.2857,0.1071,0.1071,0.0179,0.0893
recall_30             ,131_3,0.2727,0.2727,0.4091,0.6364,0.5
recall_30             ,131_4,0.3478,0.7391,0.6957,0.6087,0.7826
recall_30             ,131_5,0.4286,0.2857,0.0476,0,0.381
recall_30             ,131_6,0.6875,0.625,0.6875,0.1875,0.8125
recall_30             ,131_7,0.3864,0.1364,0.0682,0.1591,0.1136
recall_30             ,131_8,0.2692,0.2308,0.0385,0.3077,0.3077
recall_30             ,131_9,0.1042,0.0417,0.0833,0,0
recall_30             ,all,0.2539,0.2308,0.2976,0.2499,0.2905
recall_5              ,106_1,0.05,0.025,0.075,0.075,0.075
recall_5              ,106_10,0,0.1538,0.0769,0.1538,0.0769
recall_5              ,106_2,0.0377,0,0.0377,0,0.0377
recall_5              ,106_3,0.1111,0.0556,0.0556,0,0.0556
recall_5              ,106_4,0.1667,0.1667,0.1667,0.1667,0.1667
recall_5              ,106_5,0,0.0476,0.0476,0,0.0952
recall_5              ,106_6,0.125,0.125,0.125,0.375,0.25
recall_5              ,106_7,0.0833,0.1667,0.1667,0.125,0.1667
recall_5              ,106_8,0,0,0,0,0
recall_5              ,107_1,0.0513,0.0513,0.0769,0.0769,0.0769
recall_5              ,107_2,0.093,0.093,0.0698,0.093,0.0698
recall_5              ,107_3,0.1282,0.0769,0.1026,0.0769,0.0769
recall_5              ,107_4,0.075,0,0,0,0.025
recall_5              ,107_5,0.0952,0.0476,0.0476,0.0952,0
recall_5              ,107_6,0.0597,0.0597,0.0299,0.0746,0.0746
recall_5              ,107_7,0.0877,0.0877,0.0526,0.0702,0.0526
recall_5              ,107_8,0.125,0.125,0.1,0.1,0.1
recall_5              ,108_1,0.0833,0.1042,0.0833,0.0833,0.0833
recall_5              ,108_2,0.0755,0.0755,0.0755,0.0755,0.0566
recall_5              ,108_3,0,0.0625,0.0417,0.0417,0.1042
recall_5              ,108_4,0,0.0143,0.0571,0.0571,0.0714
recall_5              ,108_5,0.0862,0.0862,0.069,0.0517,0.069
recall_5              ,108_6,0,0,0,0.0408,0.0408
recall_5              ,108_7,0.0577,0.0192,0.0769,0.0769,0.0769
recall_5              ,108_8,0.1471,0.0882,0.1176,0.1176,0.1176
recall_5              ,110_1,0.1111,0.1111,0.1111,0.1111,0.1111
recall_5              ,110_2,0.06,0.02,0.06,0.1,0.1
recall_5              ,110_3,0.0303,0.0303,0.0606,0,0.0606
recall_5              ,110_4,0.0698,0,0.0465,0.0698,0.0698
recall_5              ,110_5,0.25,0.25,0,0.0625,0.3125
recall_5              ,110_6,0,0,0.1667,0.1667,0.1667
recall_5              ,110_7,0.2353,0,0,0.0588,0.1176
recall_5              ,110_8,0.1739,0.087,0,0.087,0.1304
recall_5              ,110_9,0.0968,0.0645,0.0323,0.0968,0.0645
recall_5              ,111_1,0.0833,0.0667,0.0833,0.0833,0.0833
recall_5              ,111_2,0.1613,0.0645,0.0323,0,0.0645
recall_5              ,111_3,0.0938,0,0.1562,0,0
recall_5              ,111_4,0.1333,0,0.1,0.1333,0.1
recall_5              ,111_5,0,0,0,0,0
recall_5              ,111_6,0.3,0.4,0.3,0.3,0.4
recall_5              ,111_7,0.2,0,0,0.4,0.4
recall_5              ,111_8,0,0.0571,0.0857,0.0857,0.0571
recall_5              ,111_9,0.0175,0,0.0526,0.0175,0
recall_5              ,112_1,0.0851,0.1064,0.1064,0.1064,0.1064
recall_5              ,112_2,0.3846,0,0.2308,0.2308,0.3077
recall_5              ,112_3,0.1,0.0667,0.0333,0.0333,0.1
recall_5              ,112_4,0.0588,0.0588,0.0784,0.0392,0.0588
recall_5              ,112_5,0.0526,0.0789,0.0263,0.0789,0.0789
recall_5              ,112_6,0.0278,0.0278,0.0278,0.0278,0.0278
recall_5              ,112_7,0.08,0,0.08,0.12,0.08
recall_5              ,112_9,0,0.125,0.125,0,0.125
recall_5              ,113_1,0.0889,0.0889,0.0889,0.0889,0.0889
recall_5              ,113_2,0.069,0.0345,0.0345,0.0345,0.0345
recall_5              ,113_3,0.0857,0,0.0857,0,0.0286
recall_5              ,113_4,0,0,0,0,0
recall_5              ,113_5,0.125,0,0,0.0625,0
recall_5              ,113_6,0.0909,0.0227,0.0909,0,0.0455
recall_5              ,113_7,0.0889,0,0,0,0
recall_5              ,113_8,0.0645,0,0,0,0
recall_5              ,115_1,0,0.0682,0.1136,0.1136,0.1136
recall_5              ,115_10,0.0833,0,0.0833,0,0.0833
recall_5              ,115_11,0,0.25,0.25,0.25,0.25
recall_5              ,115_2,0.1481,0,0.1481,0.037,0.1481
recall_5              ,115_3,0.0769,0.0769,0.0769,0.1538,0.0769
recall_5              ,115_4,0.3333,0,0.2222,0,0.2222
recall_5              ,115_5,0.0789,0,0.1053,0.0789,0.1053
recall_5              ,115_6,0.1176,0,0.1176,0.0588,0.0588
recall_5              ,115_7,0.25,0.0833,0.0833,0,0.0833
recall_5              ,115_8,0.1333,0,0.1667,0.1,0.1333
recall_5              ,115_9,0.0517,0.0345,0.0517,0,0.0172
recall_5              ,116_1,0.1667,0.125,0.1667,0.1667,0.1667
recall_5              ,116_2,0.3,0.2,0.1,0.2,0.1
recall_5              ,116_3,0.0625,0.0625,0,0,0
recall_5              ,116_4,0,0,0.0741,0.1481,0.1111
recall_5              ,116_5,0.3333,0,0,0,0
recall_5              ,116_6,0.4286,0.1429,0.1429,0.1429,0.1429
recall_5              ,116_7,0,0,0.0588,0,0
recall_5              ,116_8,0,0.0238,0.0238,0,0.0238
recall_5              ,117_1,0,0.3,0.2,0.2,0.2
recall_5              ,117_10,0,0,0.0588,0,0
recall_5              ,117_2,0,0,0.3333,0,0
recall_5              ,117_3,0,0,0.0909,0.0909,0.3636
recall_5              ,117_4,0,0,0.2727,0.2727,0.2727
recall_5              ,117_5,0,0.4,0.4,0.5,0.5
recall_5              ,117_6,0,0.6667,0.5,0.6667,0.6667
recall_5              ,117_8,0,0.2,0.4,0,0.2
recall_5              ,117_9,0,0.04,0.16,0.08,0.16
recall_5              ,118_1,0.0656,0.0492,0.0656,0.0656,0.0656
recall_5              ,118_2,0.0303,0.1515,0.1212,0.0909,0.0909
recall_5              ,118_3,0.0889,0.1111,0.0889,0.1111,0.0889
recall_5              ,118_4,0.0588,0,0.1765,0.1765,0.0588
recall_5              ,118_5,0.1,0,0.2,0.2,0.2
recall_5              ,118_6,0.0682,0,0.0909,0.0455,0.0682
recall_5              ,118_7,0.0405,0.0541,0.0676,0.0541,0.0676
recall_5              ,118_8,0.0676,0.0676,0,0.027,0.0541
recall_5              ,119_1,0.1304,0.2174,0.1304,0.1304,0.1304
recall_5              ,119_2,0.1818,0,0.2273,0.1818,0.1818
recall_5              ,119_3,0.122,0.0976,0.0976,0,0
recall_5              ,119_4,0.0732,0,0,0,0
recall_5              ,119_5,0,0.0769,0.1538,0,0
recall_5              ,119_6,0.0263,0.1316,0.0789,0.0789,0.1316
recall_5              ,119_7,0,0.0577,0.0577,0.0577,0.0962
recall_5              ,119_8,0.0278,0.0556,0,0,0.0556
recall_5              ,121_1,0.0435,0.087,0.087,0.087,0.087
recall_5              ,121_2,0.1111,0.1481,0.1481,0.1481,0.0741
recall_5              ,121_3,0.0667,0.0667,0.0333,0.0333,0.0667
recall_5              ,121_4,0.087,0.1739,0.1739,0.1739,0.1739
recall_5              ,121_5,0,0.1429,0.5714,0.1429,0.1429
recall_5              ,121_6,0.1429,0.2857,0.2857,0,0.2857
recall_5              ,121_7,0,0.375,0.375,0.375,0.375
recall_5              ,121_8,0.2143,0,0.2143,0.1429,0.2143
recall_5              ,124_1,0.0179,0.0893,0.0357,0.0357,0.0357
recall_5              ,124_10,0.0656,0.0656,0.0492,0.0492,0.0328
recall_5              ,124_11,0.0769,0.0769,0.0769,0.1026,0.0513
recall_5              ,124_2,0.0482,0.0602,0.0482,0.012,0.0482
recall_5              ,124_3,0.0299,0.018,0.0299,0.006,0.012
recall_5              ,124_4,0.0175,0.0526,0,0,0.0175
recall_5              ,124_5,0.0909,0.0455,0.0455,0.0909,0.1364
recall_5              ,124_6,0.0676,0.027,0.0541,0.0541,0.027
recall_5              ,124_7,0.0366,0.0244,0.0488,0.0244,0.0244
recall_5              ,124_8,0.04,0.03,0.02,0.03,0.03
recall_5              ,124_9,0.0543,0.0109,0.0217,0.0217,0.0326
recall_5              ,125_1,0.1667,0.2083,0.1667,0.1667,0.1667
recall_5              ,125_2,0.1429,0.5714,0.5714,0.4286,0.5714
recall_5              ,125_3,0.25,0.5,0.5,0.5,0.5
recall_5              ,125_4,0,0.0385,0.0769,0.0385,0.0769
recall_5              ,125_5,0.0882,0.0588,0.1176,0,0.1176
recall_5              ,125_6,0,0,0.25,0.25,0.25
recall_5              ,127_1,0.0652,0.087,0.0652,0.0652,0.0652
recall_5              ,127_2,0.0625,0.0625,0,0.0625,0
recall_5              ,127_3,0.0893,0.0179,0.0714,0.0714,0.0714
recall_5              ,127_4,0.1923,0,0.1538,0.1538,0.1923
recall_5              ,127_5,0,0.1429,0.1429,0,0.2143
recall_5              ,127_6,0.093,0.1163,0.1163,0.093,0.1163
recall_5              ,127_7,0.122,0.0732,0.122,0.0976,0.0732
recall_5              ,127_8,0.0175,0.0877,0.0877,0.0702,0.0877
recall_5              ,127_9,0.1111,0,0,0.1111,0.037
recall_5              ,128_1,0.0704,0.0141,0.0282,0.0282,0.0282
recall_5              ,128_2,0.0909,0,0.0727,0.0364,0.0182
recall_5              ,128_3,0.0256,0.0256,0.0385,0.0385,0.0128
recall_5              ,129_1,0.0455,0.0227,0.0455,0.0455,0.0455
recall_5              ,129_2,0.0755,0.0377,0.0566,0.0377,0.0566
recall_5              ,129_3,0.037,0.0185,0.0185,0.0556,0.0556
recall_5              ,129_4,0.1111,0.1389,0.1389,0.0556,0
recall_5              ,129_5,0.0877,0.0877,0.0351,0.0877,0.0702
recall_5              ,129_6,0.0526,0,0,0,0
recall_5              ,129_7,0.1579,0.1579,0.1579,0,0.1579
recall_5              ,129_8,0.0156,0,0.0156,0.0156,0.0156
recall_5              ,131_1,0.0167,0.0667,0.05,0.05,0.05
recall_5              ,131_10,0.0811,0.0811,0.027,0.0541,0.1081
recall_5              ,131_2,0.0714,0.0179,0.0357,0,0.0357
recall_5              ,131_3,0.0455,0.0909,0.0909,0.1818,0.1818
recall_5              ,131_4,0.1739,0.2174,0.2174,0.2174,0.2174
