name,qid,human,transformer,gpt3,chat_tom
num_ret               ,141_2-9,2000,4000,2000,2000
num_ret               ,142_1-3,2000,4000,2000,2000
num_ret               ,142_1-5,2000,4000,2000,2000
num_ret               ,142_2-2,2000,4000,2000,2000
num_ret               ,142_3-1,2000,4000,2000,2000
num_ret               ,142_3-3,2000,4000,2000,2000
num_ret               ,142_3-5,2000,4000,2000,2000
num_ret               ,142_4-1,2000,4000,2000,2000
num_ret               ,142_5-1,2000,4000,2000,2000
num_ret               ,142_5-3,2000,4000,2000,2000
num_ret               ,142_5-5,2000,4000,2000,2000
num_ret               ,142_5-7,2000,4000,2000,2000
num_ret               ,142_5-9,2000,4000,2000,2000
num_ret               ,142_6-1,2000,4000,2000,2000
num_ret               ,142_6-3,2000,4000,2000,2000
num_ret               ,142_7-1,2000,4000,2000,2000
num_ret               ,142_8-1,2000,4000,2000,2000
num_ret               ,142_9-1,2000,4000,2000,2000
num_ret               ,143_1-1,2000,4000,2000,2000
num_ret               ,143_1-11,2000,4000,2000,2000
num_ret               ,143_1-13,2000,4000,2000,2000
num_ret               ,143_1-15,2000,4000,2000,2000
num_ret               ,143_1-17,2000,4000,2000,2000
num_ret               ,143_1-19,2000,4000,2000,2000
num_ret               ,143_1-3,2000,4000,2000,2000
num_ret               ,143_1-5,2000,4000,2000,2000
num_ret               ,143_1-7,2000,4000,2000,2000
num_ret               ,144_1-1,2000,4000,2000,2000
num_ret               ,144_1-3,2000,4000,2000,2000
num_ret               ,144_1-5,2000,4000,2000,2000
num_ret               ,144_2-1,2000,4000,2000,2000
num_ret               ,144_2-11,2000,4000,2000,2000
num_ret               ,144_2-13,2000,4000,2000,2000
num_ret               ,144_2-15,2000,4000,2000,2000
num_ret               ,144_2-17,2000,4000,2000,2000
num_ret               ,144_2-3,2000,4000,2000,2000
num_ret               ,144_2-5,2000,4000,2000,2000
num_ret               ,144_2-7,2000,4000,2000,2000
num_ret               ,144_2-9,2000,4000,2000,2000
num_ret               ,144_3-1,2000,4000,2000,2000
num_ret               ,145_1-1,2000,4000,2000,2000
num_ret               ,145_1-3,2000,4000,2000,2000
num_ret               ,145_1-5,2000,4000,2000,2000
num_ret               ,145_1-7,2000,4000,2000,2000
num_ret               ,145_2-1,2000,4000,2000,2000
num_ret               ,145_2-3,2000,4000,2000,2000
num_ret               ,145_2-5,2000,4000,2000,2000
num_ret               ,146_1-1,2000,4000,2000,2000
num_ret               ,146_1-3,2000,4000,2000,2000
num_ret               ,146_1-5,2000,4000,2000,2000
num_ret               ,146_1-7,2000,4000,2000,2000
num_ret               ,146_1-9,2000,4000,2000,2000
num_ret               ,147_1-1,2000,4000,2000,2000
num_ret               ,147_1-11,2000,4000,2000,2000
num_ret               ,147_1-13,2000,4000,2000,2000
num_ret               ,147_1-15,2000,4000,2000,2000
num_ret               ,147_1-7,2000,4000,2000,2000
num_ret               ,147_2-1,2000,4000,2000,2000
num_ret               ,147_2-3,2000,4000,2000,2000
num_ret               ,147_2-5,2000,4000,2000,2000
num_ret               ,148_1-1,2000,4000,2000,2000
num_ret               ,148_1-3,2000,4000,2000,2000
num_ret               ,148_1-5,2000,4000,2000,2000
num_ret               ,148_1-9,2000,4000,2000,2000
num_ret               ,148_2-3,2000,4000,2000,2000
num_ret               ,148_2-5,2000,4000,2000,2000
num_ret               ,149_1-1,2000,4000,2000,2000
num_ret               ,149_1-5,2000,4000,2000,2000
num_ret               ,149_2-1,2000,4000,2000,2000
num_ret               ,149_2-5,2000,4000,2000,2000
num_ret               ,149_2-7,2000,4000,2000,2000
num_ret               ,149_3-1,2000,4000,2000,2000
num_ret               ,149_3-3,2000,4000,2000,2000
num_ret               ,149_3-7,2000,4000,2000,2000
num_ret               ,149_3-9,2000,4000,2000,2000
num_ret               ,all,326000,652000,326000,326000
P_10                  ,132_1-1,0.6,0.4,0.3,0.3
P_10                  ,132_1-3,0.1,0.2,0.1,0
P_10                  ,132_1-5,0,0,0,0.1
P_10                  ,132_2-1,0.6,0,0.4,0.4
P_10                  ,132_2-11,0,0.4,0.2,0.5
P_10                  ,132_2-13,0.7,0,0.5,0
P_10                  ,132_2-3,0.6,0.4,0,0
P_10                  ,132_2-5,0.3,0.4,0.5,0.3
P_10                  ,132_2-7,0.4,0.2,0.5,0.5
P_10                  ,132_3-1,0.7,0,0.6,0.6
P_10                  ,132_3-3,0.1,0,0.1,0
P_10                  ,132_3-5,0.3,0,0.1,0.3
P_10                  ,133_1-1,0.4,0,0.6,0.5
P_10                  ,133_1-3,0.6,0.5,0.1,0.6
P_10                  ,133_1-5,0.2,0,0,0
P_10                  ,133_1-7,0.1,0,0,0.1
P_10                  ,133_2-1,0.5,0,0.3,0.5
P_10                  ,133_2-3,0.2,0.4,0.4,0
P_10                  ,133_3-2,0.2,0.3,0,0
P_10                  ,133_3-4,0.5,0.1,0.3,0.3
P_10                  ,133_3-6,0.9,0.2,0.3,0.4
P_10                  ,133_3-8,0.7,0.2,0.3,0.5
P_10                  ,135_1-1,0.2,0.1,0.2,0.1
P_10                  ,135_1-3,0.1,0.2,0,0.1
P_10                  ,135_1-5,0.1,0,0.1,0.3
P_10                  ,135_1-7,0.3,0,0.4,0.4
P_10                  ,135_2-1,0.8,0,0.9,0.6
P_10                  ,135_2-11,0.6,0.3,0.3,0.2
P_10                  ,135_2-3,0.5,0,0.5,0.1
P_10                  ,135_2-5,0.6,0.3,0.2,0.5
P_10                  ,135_2-7,0.1,0.1,0.2,0
P_10                  ,135_2-9,0.6,0.6,0.6,0.4
P_10                  ,135_3-1,0.3,0,0.1,0.4
P_10                  ,135_3-3,0,0.1,0.2,0.2
P_10                  ,135_3-5,0.2,0.5,0,0.2
P_10                  ,135_4-1,0.3,0,0,0.3
P_10                  ,136_1-1,0.6,0.7,0.3,0.6
P_10                  ,136_1-11,0.9,0.9,0.7,0.6
P_10                  ,136_1-13,0.1,0.5,0.1,0.3
P_10                  ,136_1-3,0.7,0.8,0.8,0.9
P_10                  ,136_1-5,0.3,0.2,0.2,0.1
P_10                  ,136_1-7,0.6,0.5,0.5,0.5
P_10                  ,136_1-9,0.8,0.2,0.1,0.2
P_10                  ,136_2-1,0.3,0,0,0.2
P_10                  ,136_2-3,0.6,0.8,0.7,0.6
P_10                  ,136_2-5,0.1,0,0.3,0.4
P_10                  ,137_1-1,0.9,0.9,0.9,0.8
P_10                  ,137_1-3,0.5,0.3,0.6,0.1
P_10                  ,137_1-5,0.4,0.2,0.3,0.3
P_10                  ,137_1-7,0.2,0,0.1,0.1
P_10                  ,137_1-9,0.2,0,0.1,0
P_10                  ,138_1-1,0.1,0.8,0,0.2
P_10                  ,138_1-11,0.5,0,0.1,0.4
P_10                  ,138_1-3,0.1,0.4,0.2,0.1
P_10                  ,138_1-5,0.4,0.4,0,0.5
P_10                  ,138_1-7,0,0,0,0
P_10                  ,138_1-9,0.6,0.8,0.4,0.5
P_10                  ,139_1-1,0.3,0.2,0.5,0.1
P_10                  ,139_1-3,0.6,0,0.9,0.7
P_10                  ,139_1-5,0.8,0,0.7,0.1
P_10                  ,139_1-7,0.2,0,0.3,0.3
P_10                  ,139_2-11,0.4,0,0,0
P_10                  ,139_2-13,0.3,0.4,0.2,0
P_10                  ,139_2-15,0.8,0.6,0.1,0
P_10                  ,139_2-17,0.5,0,0.5,0.5
P_10                  ,139_2-3,0.3,0.8,0.3,0.5
P_10                  ,139_2-7,0.8,0,0.4,0.4
P_10                  ,139_2-9,0.6,0.8,0.6,0.6
P_10                  ,140_1-11,0.7,0.5,0.7,0.7
P_10                  ,140_1-3,1,1,1,0.9
P_10                  ,140_1-7,1,0.8,0.9,0.9
P_10                  ,140_1-9,0.5,0,0.1,0.4
P_10                  ,140_2-1,0.7,0,0.7,0.5
P_10                  ,140_2-3,0.7,0.5,0.5,0.5
P_10                  ,140_3-1,0.8,0,0.6,0.5
P_10                  ,140_4-10,0.7,0,0.9,0.8
P_10                  ,140_4-12,0.2,0.1,0.1,0.5
P_10                  ,140_4-14,0,0,0.9,0.7
P_10                  ,140_4-16,0.6,0,0.6,0.2
P_10                  ,140_4-2,0.9,0,0.6,0.7
P_10                  ,140_4-6,0,0.3,0,0
P_10                  ,140_4-8,0.7,0.7,0.2,0.8
P_10                  ,141_1-1,0,0,0,0
P_10                  ,141_1-3,0.1,0.1,0,0
P_10                  ,141_1-5,0.3,0,0,0
P_10                  ,141_2-1,0.4,0.4,0.1,0.7
P_10                  ,141_2-11,0.9,0.6,0.8,1
P_10                  ,141_2-3,0.5,0.3,0,0.4
P_10                  ,141_2-9,0.6,0.3,0,0.5
P_10                  ,142_1-3,0.8,0.3,0.7,0.6
P_10                  ,142_1-5,0.6,0.8,0.7,0.7
P_10                  ,142_2-2,1,0.5,0,0.6
P_10                  ,142_3-1,0,0,0.3,0.6
P_10                  ,142_3-3,0.9,1,0.7,0.5
P_10                  ,142_3-5,0.4,0.1,0.6,0.6
P_10                  ,142_4-1,0.5,0,0.3,0.2
P_10                  ,142_5-1,0,0,0.3,0.5
P_10                  ,142_5-3,0,1,1,0.5
P_10                  ,142_5-5,0,0,0,0.6
P_10                  ,142_5-7,0.8,0.1,0.5,0.6
P_10                  ,142_5-9,0.5,0.4,0.3,0.8
P_10                  ,142_6-1,0.1,0.2,0.2,0.3
P_10                  ,142_6-3,0.1,0.1,0.7,0.1
P_10                  ,142_7-1,0.2,0,0.8,0.6
P_10                  ,142_8-1,0.8,0,0.8,0.8
P_10                  ,142_9-1,0.3,0.1,0,0
P_10                  ,143_1-1,0.9,0.9,0.9,0.5
P_10                  ,143_1-11,0.3,0,0.1,0.1
P_10                  ,143_1-13,0,0,0,0
P_10                  ,143_1-15,0.3,0,0,0
P_10                  ,143_1-17,0.6,0,0.5,0.6
P_10                  ,143_1-19,0,0,0,0
P_10                  ,143_1-3,0.9,0.5,0.4,0.2
P_10                  ,143_1-5,0.6,0.6,0.1,0.2
P_10                  ,143_1-7,0.1,0.2,0.2,0.3
P_10                  ,144_1-1,0.6,0.3,0.9,0.9
P_10                  ,144_1-3,0,0,0.1,0
P_10                  ,144_1-5,0,0,0,0
P_10                  ,144_2-1,0.6,0.1,0.3,0.5
P_10                  ,144_2-11,0.6,0.5,0.1,0.2
P_10                  ,144_2-13,0.9,0,0.7,1
P_10                  ,144_2-15,0.8,0.2,0.1,0.1
P_10                  ,144_2-17,0.6,0,0,0.5
P_10                  ,144_2-3,0.7,0.7,0.5,0.4
P_10                  ,144_2-5,0.7,0,0.7,0.3
P_10                  ,144_2-7,0.7,0.5,0.5,0.4
P_10                  ,144_2-9,0.5,0.2,0.3,0.2
P_10                  ,144_3-1,0.1,0,0,0
P_10                  ,145_1-1,0.4,0.5,0.3,0.1
P_10                  ,145_1-3,0.2,0.3,0.3,0.3
P_10                  ,145_1-5,0.1,0.2,0.2,0.1
P_10                  ,145_1-7,0.2,0.4,0.1,0.2
P_10                  ,145_2-1,0.1,0,0,0.1
P_10                  ,145_2-3,0.5,0.4,0.3,0.3
P_10                  ,145_2-5,0.5,0.4,0.2,0.7
P_10                  ,146_1-1,0.8,1,0.8,0.8
P_10                  ,146_1-3,0.7,0.8,0.8,0.7
P_10                  ,146_1-5,0,0.2,0.8,0.1
P_10                  ,146_1-7,0.6,0.4,0,0.1
P_10                  ,146_1-9,0.9,0.2,0.1,0.8
P_10                  ,147_1-1,0.4,0.3,0.4,0.4
P_10                  ,147_1-11,0.1,0.4,0.3,0
P_10                  ,147_1-13,0.6,0.3,0.2,0.5
P_10                  ,147_1-15,0,0,0.4,0.1
P_10                  ,147_1-7,0.3,0.3,0,0
P_10                  ,147_2-1,0.6,0.4,0.4,0.3
P_10                  ,147_2-3,0.2,0,0.5,0.3
P_10                  ,147_2-5,0.8,0,0.3,0.4
P_10                  ,148_1-1,0.4,0,0.1,0
P_10                  ,148_1-3,0,0.2,0.3,0.2
P_10                  ,148_1-5,0.1,0.3,0.4,0.2
P_10                  ,148_1-9,0.8,0.7,0.5,0
P_10                  ,148_2-3,0.2,0,0.1,0.1
P_10                  ,148_2-5,0.4,0,0.4,0.2
P_10                  ,149_1-1,1,1,0.8,0.9
P_10                  ,149_1-5,0.7,0.8,0.8,0.7
P_10                  ,149_2-1,0.2,0,0.3,0.2
P_10                  ,149_2-5,0.8,0.7,0.7,0.5
P_10                  ,149_2-7,0.6,0.6,0.3,0.5
P_10                  ,149_3-1,0,0,0,0
P_10                  ,149_3-3,0.5,0.4,0.7,0.2
P_10                  ,149_3-7,0.6,0,0.3,0.3
P_10                  ,149_3-9,1,1,1,1
P_10                  ,all,0.4417,0.2712,0.3454,0.3515
P_100                 ,132_1-1,0.11,0.07,0.12,0.07
P_100                 ,132_1-3,0.04,0.09,0.05,0.01
P_100                 ,132_1-5,0.01,0,0,0.02
P_100                 ,132_2-1,0.24,0,0.15,0.18
P_100                 ,132_2-11,0.02,0.11,0.14,0.22
P_100                 ,132_2-13,0.19,0,0.15,0.02
P_100                 ,132_2-3,0.32,0.19,0.01,0
P_100                 ,132_2-5,0.18,0.23,0.17,0.18
P_100                 ,132_2-7,0.09,0.08,0.13,0.12
P_100                 ,132_3-1,0.29,0,0.29,0.27
P_100                 ,132_3-3,0.11,0.02,0.11,0
P_100                 ,132_3-5,0.09,0,0.09,0.07
P_100                 ,133_1-1,0.22,0.03,0.14,0.15
P_100                 ,133_1-3,0.21,0.13,0.02,0.21
P_100                 ,133_1-5,0.09,0,0,0
P_100                 ,133_1-7,0.03,0.02,0.03,0.04
P_100                 ,133_2-1,0.26,0,0.23,0.28
P_100                 ,133_2-3,0.11,0.09,0.09,0
P_100                 ,133_3-2,0.15,0.13,0.01,0.04
P_100                 ,133_3-4,0.09,0.01,0.08,0.04
P_100                 ,133_3-6,0.3,0.08,0.12,0.24
P_100                 ,133_3-8,0.34,0.08,0.15,0.21
P_100                 ,135_1-1,0.19,0.12,0.19,0.13
P_100                 ,135_1-3,0.08,0.11,0.05,0.09
P_100                 ,135_1-5,0.19,0,0.08,0.17
P_100                 ,135_1-7,0.05,0,0.09,0.08
P_100                 ,135_2-1,0.23,0.01,0.22,0.2
P_100                 ,135_2-11,0.22,0.08,0.1,0.08
P_100                 ,135_2-3,0.29,0.05,0.29,0.08
P_100                 ,135_2-5,0.19,0.05,0.08,0.15
P_100                 ,135_2-7,0.08,0.05,0.07,0.01
P_100                 ,135_2-9,0.16,0.17,0.14,0.1
P_100                 ,135_3-1,0.2,0.12,0.14,0.2
P_100                 ,135_3-3,0.02,0.03,0.12,0.12
P_100                 ,135_3-5,0.27,0.19,0,0.06
P_100                 ,135_4-1,0.07,0,0,0.03
P_100                 ,136_1-1,0.34,0.42,0.34,0.31
P_100                 ,136_1-11,0.31,0.3,0.27,0.23
P_100                 ,136_1-13,0.1,0.11,0.09,0.11
P_100                 ,136_1-3,0.21,0.28,0.28,0.36
P_100                 ,136_1-5,0.13,0.16,0.14,0.06
P_100                 ,136_1-7,0.27,0.19,0.31,0.29
P_100                 ,136_1-9,0.25,0.2,0.16,0.19
P_100                 ,136_2-1,0.11,0,0,0.1
P_100                 ,136_2-3,0.37,0.39,0.44,0.45
P_100                 ,136_2-5,0.11,0.06,0.14,0.12
P_100                 ,137_1-1,0.28,0.28,0.28,0.28
P_100                 ,137_1-3,0.14,0.14,0.16,0.04
P_100                 ,137_1-5,0.13,0.06,0.12,0.12
P_100                 ,137_1-7,0.04,0.01,0.05,0.04
P_100                 ,137_1-9,0.07,0,0.02,0.04
P_100                 ,138_1-1,0.03,0.22,0.05,0.06
P_100                 ,138_1-11,0.12,0.02,0.08,0.1
P_100                 ,138_1-3,0.06,0.1,0.06,0.03
P_100                 ,138_1-5,0.09,0.06,0.01,0.07
P_100                 ,138_1-7,0,0,0,0
P_100                 ,138_1-9,0.21,0.24,0.12,0.23
P_100                 ,139_1-1,0.12,0.08,0.25,0.02
P_100                 ,139_1-3,0.16,0,0.16,0.15
P_100                 ,139_1-5,0.24,0,0.21,0.04
P_100                 ,139_1-7,0.06,0.03,0.09,0.1
P_100                 ,139_2-11,0.06,0,0,0
P_100                 ,139_2-13,0.14,0.13,0.06,0.02
P_100                 ,139_2-15,0.18,0.16,0.1,0.1
P_100                 ,139_2-17,0.13,0,0.12,0.14
P_100                 ,139_2-3,0.24,0.35,0.16,0.21
P_100                 ,139_2-7,0.25,0.02,0.18,0.19
P_100                 ,139_2-9,0.38,0.46,0.38,0.39
P_100                 ,140_1-11,0.26,0.21,0.24,0.2
P_100                 ,140_1-3,0.41,0.34,0.41,0.36
P_100                 ,140_1-7,0.17,0.17,0.22,0.14
P_100                 ,140_1-9,0.11,0,0.04,0.08
P_100                 ,140_2-1,0.22,0,0.21,0.16
P_100                 ,140_2-3,0.13,0.12,0.13,0.13
P_100                 ,140_3-1,0.27,0,0.23,0.2
P_100                 ,140_4-10,0.14,0,0.14,0.13
P_100                 ,140_4-12,0.13,0.03,0.11,0.13
P_100                 ,140_4-14,0.12,0.01,0.39,0.34
P_100                 ,140_4-16,0.27,0,0.31,0.27
P_100                 ,140_4-2,0.4,0,0.34,0.27
P_100                 ,140_4-6,0.05,0.09,0.05,0.06
P_100                 ,140_4-8,0.37,0.42,0.17,0.58
P_100                 ,141_1-1,0.01,0.01,0,0.02
P_100                 ,141_1-3,0.04,0.02,0,0.01
P_100                 ,141_1-5,0.1,0,0,0.01
P_100                 ,141_2-1,0.11,0.19,0.02,0.25
P_100                 ,141_2-11,0.4,0.42,0.39,0.4
P_100                 ,141_2-3,0.25,0.23,0.02,0.21
P_100                 ,141_2-9,0.19,0.33,0,0.27
P_100                 ,142_1-3,0.36,0.18,0.33,0.26
P_100                 ,142_1-5,0.39,0.5,0.37,0.42
P_100                 ,142_2-2,0.29,0.16,0.06,0.14
P_100                 ,142_3-1,0.04,0,0.12,0.27
P_100                 ,142_3-3,0.46,0.52,0.5,0.46
P_100                 ,142_3-5,0.27,0.2,0.26,0.24
P_100                 ,142_4-1,0.14,0,0.32,0.07
P_100                 ,142_5-1,0,0,0.27,0.32
P_100                 ,142_5-3,0.02,0.59,0.57,0.44
P_100                 ,142_5-5,0,0,0,0.2
P_100                 ,142_5-7,0.16,0.03,0.4,0.28
P_100                 ,142_5-9,0.1,0.1,0.13,0.19
P_100                 ,142_6-1,0.14,0.02,0.07,0.05
P_100                 ,142_6-3,0.13,0.08,0.44,0.13
P_100                 ,142_7-1,0.15,0,0.42,0.4
P_100                 ,142_8-1,0.36,0.01,0.46,0.46
P_100                 ,142_9-1,0.07,0.02,0.01,0.03
P_100                 ,143_1-1,0.43,0.4,0.44,0.19
P_100                 ,143_1-11,0.08,0.03,0.12,0.08
P_100                 ,143_1-13,0.03,0.01,0.01,0
P_100                 ,143_1-15,0.16,0.03,0.07,0.01
P_100                 ,143_1-17,0.1,0,0.1,0.1
P_100                 ,143_1-19,0,0,0.01,0
P_100                 ,143_1-3,0.22,0.06,0.1,0.08
P_100                 ,143_1-5,0.08,0.07,0.06,0.08
P_100                 ,143_1-7,0.06,0.06,0.05,0.08
P_100                 ,144_1-1,0.33,0.16,0.31,0.34
P_100                 ,144_1-3,0.01,0,0.02,0.03
P_100                 ,144_1-5,0.04,0.06,0.02,0.01
P_100                 ,144_2-1,0.2,0.01,0.17,0.19
P_100                 ,144_2-11,0.3,0.17,0.17,0.09
P_100                 ,144_2-13,0.31,0,0.21,0.27
P_100                 ,144_2-15,0.19,0.12,0.05,0.1
P_100                 ,144_2-17,0.12,0,0.01,0.11
P_100                 ,144_2-3,0.37,0.29,0.22,0.18
P_100                 ,144_2-5,0.35,0,0.29,0.05
P_100                 ,144_2-7,0.2,0.17,0.21,0.19
P_100                 ,144_2-9,0.16,0.1,0.07,0.04
P_100                 ,144_3-1,0.02,0,0,0
P_100                 ,145_1-1,0.24,0.26,0.17,0.13
P_100                 ,145_1-3,0.1,0.12,0.11,0.11
P_100                 ,145_1-5,0.1,0.06,0.09,0.1
P_100                 ,145_1-7,0.09,0.09,0.02,0.07
P_100                 ,145_2-1,0.06,0.06,0,0.04
P_100                 ,145_2-3,0.12,0.09,0.07,0.07
P_100                 ,145_2-5,0.31,0.23,0.17,0.36
P_100                 ,146_1-1,0.39,0.38,0.37,0.39
P_100                 ,146_1-3,0.33,0.31,0.34,0.37
P_100                 ,146_1-5,0.12,0.11,0.23,0.08
P_100                 ,146_1-7,0.23,0.24,0.07,0.08
P_100                 ,146_1-9,0.39,0.26,0.1,0.42
P_100                 ,147_1-1,0.24,0.18,0.21,0.19
P_100                 ,147_1-11,0.15,0.16,0.12,0.06
P_100                 ,147_1-13,0.08,0.11,0.06,0.16
P_100                 ,147_1-15,0,0,0.12,0.03
P_100                 ,147_1-7,0.15,0.03,0.03,0
P_100                 ,147_2-1,0.18,0.15,0.12,0.17
P_100                 ,147_2-3,0.05,0,0.08,0.06
P_100                 ,147_2-5,0.17,0.02,0.18,0.1
P_100                 ,148_1-1,0.1,0.02,0.03,0.02
P_100                 ,148_1-3,0.02,0.03,0.04,0.04
P_100                 ,148_1-5,0.05,0.04,0.07,0.07
P_100                 ,148_1-9,0.26,0.26,0.24,0.09
P_100                 ,148_2-3,0.11,0.01,0.03,0.1
P_100                 ,148_2-5,0.15,0,0.14,0.1
P_100                 ,149_1-1,0.35,0.41,0.32,0.25
P_100                 ,149_1-5,0.3,0.34,0.34,0.26
P_100                 ,149_2-1,0.06,0,0.1,0.11
P_100                 ,149_2-5,0.37,0.33,0.37,0.33
P_100                 ,149_2-7,0.15,0.16,0.21,0.21
P_100                 ,149_3-1,0.04,0,0.04,0.06
P_100                 ,149_3-3,0.08,0.07,0.1,0.04
P_100                 ,149_3-7,0.51,0,0.16,0.25
P_100                 ,149_3-9,0.65,0.66,0.69,0.66
P_100                 ,all,0.1764,0.115,0.1539,0.1524
P_1000                ,132_1-1,0.015,0.012,0.015,0.007
P_1000                ,132_1-3,0.04,0.025,0.015,0.005
P_1000                ,132_1-5,0.019,0,0.001,0.025
P_1000                ,132_2-1,0.046,0,0.032,0.04
P_1000                ,132_2-11,0.004,0.027,0.039,0.044
P_1000                ,132_2-13,0.022,0,0.021,0.008
P_1000                ,132_2-3,0.071,0.063,0.008,0.004
P_1000                ,132_2-5,0.043,0.043,0.037,0.035
P_1000                ,132_2-7,0.023,0.017,0.022,0.024
P_1000                ,132_3-1,0.073,0,0.074,0.072
P_1000                ,132_3-3,0.025,0.005,0.025,0
P_1000                ,132_3-5,0.015,0,0.015,0.014
P_1000                ,133_1-1,0.04,0.02,0.045,0.044
P_1000                ,133_1-3,0.043,0.034,0.006,0.043
P_1000                ,133_1-5,0.024,0.001,0,0.006
P_1000                ,133_1-7,0.022,0.007,0.008,0.028
P_1000                ,133_2-1,0.072,0,0.076,0.072
P_1000                ,133_2-3,0.027,0.023,0.02,0
P_1000                ,133_3-2,0.04,0.037,0.003,0.022
P_1000                ,133_3-4,0.012,0.003,0.016,0.015
P_1000                ,133_3-6,0.086,0.036,0.065,0.067
P_1000                ,133_3-8,0.077,0.03,0.049,0.058
P_1000                ,135_1-1,0.043,0.036,0.042,0.036
P_1000                ,135_1-3,0.04,0.034,0.021,0.028
P_1000                ,135_1-5,0.058,0.001,0.031,0.048
P_1000                ,135_1-7,0.014,0.009,0.022,0.019
P_1000                ,135_2-1,0.065,0.003,0.06,0.052
P_1000                ,135_2-11,0.039,0.025,0.022,0.017
P_1000                ,135_2-3,0.062,0.013,0.065,0.036
P_1000                ,135_2-5,0.034,0.018,0.022,0.033
P_1000                ,135_2-7,0.022,0.016,0.018,0.003
P_1000                ,135_2-9,0.034,0.035,0.034,0.024
P_1000                ,135_3-1,0.076,0.05,0.061,0.072
P_1000                ,135_3-3,0.021,0.019,0.043,0.04
P_1000                ,135_3-5,0.087,0.077,0.003,0.024
P_1000                ,135_4-1,0.018,0,0,0.016
P_1000                ,136_1-1,0.088,0.089,0.086,0.084
P_1000                ,136_1-11,0.047,0.048,0.047,0.048
P_1000                ,136_1-13,0.033,0.036,0.034,0.035
P_1000                ,136_1-3,0.046,0.072,0.069,0.081
P_1000                ,136_1-5,0.04,0.045,0.038,0.034
P_1000                ,136_1-7,0.063,0.054,0.075,0.064
P_1000                ,136_1-9,0.096,0.061,0.058,0.067
P_1000                ,136_2-1,0.013,0,0.004,0.013
P_1000                ,136_2-3,0.088,0.087,0.096,0.095
P_1000                ,136_2-5,0.022,0.014,0.022,0.021
P_1000                ,137_1-1,0.028,0.028,0.029,0.029
P_1000                ,137_1-3,0.017,0.017,0.018,0.006
P_1000                ,137_1-5,0.018,0.007,0.019,0.018
P_1000                ,137_1-7,0.005,0.005,0.005,0.004
P_1000                ,137_1-9,0.009,0,0.005,0.007
P_1000                ,138_1-1,0.007,0.038,0.016,0.018
P_1000                ,138_1-11,0.023,0.008,0.017,0.019
P_1000                ,138_1-3,0.014,0.015,0.015,0.009
P_1000                ,138_1-5,0.014,0.016,0.003,0.014
P_1000                ,138_1-7,0,0,0,0.004
P_1000                ,138_1-9,0.046,0.057,0.032,0.044
P_1000                ,139_1-1,0.034,0.029,0.046,0.005
P_1000                ,139_1-3,0.023,0,0.021,0.02
P_1000                ,139_1-5,0.033,0,0.033,0.01
P_1000                ,139_1-7,0.009,0.004,0.015,0.015
P_1000                ,139_2-11,0.016,0,0.003,0.002
P_1000                ,139_2-13,0.027,0.041,0.013,0.012
P_1000                ,139_2-15,0.043,0.042,0.026,0.019
P_1000                ,139_2-17,0.031,0.002,0.031,0.027
P_1000                ,139_2-3,0.088,0.099,0.062,0.064
P_1000                ,139_2-7,0.064,0.019,0.037,0.055
P_1000                ,139_2-9,0.11,0.112,0.108,0.099
P_1000                ,140_1-11,0.036,0.027,0.036,0.034
P_1000                ,140_1-3,0.063,0.06,0.064,0.067
P_1000                ,140_1-7,0.02,0.021,0.023,0.018
P_1000                ,140_1-9,0.014,0,0.006,0.012
P_1000                ,140_2-1,0.035,0,0.034,0.024
P_1000                ,140_2-3,0.016,0.016,0.017,0.017
P_1000                ,140_3-1,0.05,0,0.052,0.036
P_1000                ,140_4-10,0.014,0,0.014,0.014
P_1000                ,140_4-12,0.019,0.009,0.015,0.016
P_1000                ,140_4-14,0.062,0.005,0.08,0.068
P_1000                ,140_4-16,0.065,0,0.075,0.074
P_1000                ,140_4-2,0.072,0,0.067,0.06
P_1000                ,140_4-6,0.015,0.013,0.014,0.016
P_1000                ,140_4-8,0.051,0.056,0.034,0.067
P_1000                ,141_1-1,0.003,0.004,0,0.003
P_1000                ,141_1-3,0.012,0.007,0.002,0.002
P_1000                ,141_1-5,0.023,0,0,0.003
P_1000                ,141_2-1,0.025,0.042,0.008,0.064
P_1000                ,141_2-11,0.053,0.056,0.051,0.055
P_1000                ,141_2-3,0.036,0.034,0.004,0.035
P_1000                ,141_2-9,0.036,0.041,0.001,0.043
P_1000                ,142_1-3,0.074,0.056,0.074,0.056
P_1000                ,142_1-5,0.133,0.143,0.135,0.116
P_1000                ,142_2-2,0.039,0.029,0.019,0.032
P_1000                ,142_3-1,0.034,0.002,0.041,0.067
P_1000                ,142_3-3,0.147,0.143,0.135,0.143
P_1000                ,142_3-5,0.045,0.045,0.047,0.046
P_1000                ,142_4-1,0.017,0,0.09,0.022
P_1000                ,142_5-1,0,0,0.09,0.101
P_1000                ,142_5-3,0.013,0.119,0.12,0.11
P_1000                ,142_5-5,0,0,0,0.069
P_1000                ,142_5-7,0.041,0.011,0.085,0.07
P_1000                ,142_5-9,0.024,0.03,0.029,0.035
P_1000                ,142_6-1,0.047,0.002,0.028,0.015
P_1000                ,142_6-3,0.046,0.027,0.111,0.046
P_1000                ,142_7-1,0.049,0.001,0.1,0.102
P_1000                ,142_8-1,0.065,0.017,0.067,0.067
P_1000                ,142_9-1,0.015,0.003,0.003,0.013
P_1000                ,143_1-1,0.051,0.051,0.051,0.042
