name,qid,transformer,human,gpt3,chat_tom,chat_user_collo,chat_user_natural
ndcg_cut_500          ,87_2,0.4021,0.4197,0.4368,0.424,0.4572,0.424
ndcg_cut_500          ,87_3,0.9086,0.9086,0.9086,0.8977,0.8369,0.8977
ndcg_cut_500          ,87_4,0.8784,0.8735,0.7951,0.7364,0.8161,0.7364
ndcg_cut_500          ,87_5,0.738,0.7131,0.6981,0.7408,0.522,0.7517
ndcg_cut_500          ,87_7,0.6153,0.6897,0.6897,0.6669,0.6785,0.6273
ndcg_cut_500          ,87_8,0.2299,0.6024,0.198,0.2306,0,0.2249
ndcg_cut_500          ,87_9,0.5582,0.5551,0.5789,0.6507,0.5239,0.5658
ndcg_cut_500          ,88_1,0.4627,0.4627,0.4627,0.4627,0.4627,0.4627
ndcg_cut_500          ,88_10,0.3149,0.3543,0.5859,0.6225,0.4516,0.4481
ndcg_cut_500          ,88_2,0.7392,0.7201,0.7259,0.7259,0.6732,0.7259
ndcg_cut_500          ,88_3,0.4802,0.515,0.4764,0.2781,0.4881,0.5176
ndcg_cut_500          ,88_4,0.1588,0.3398,0.0385,0.0572,0.0808,0.0848
ndcg_cut_500          ,88_5,0.5235,0.5235,0.5893,0.5028,0.4704,0.4102
ndcg_cut_500          ,88_6,0.3787,0.3321,0.1946,0.2248,0.6009,0.3382
ndcg_cut_500          ,88_7,0.3171,0.5022,0.4996,0.5035,0.4878,0.491
ndcg_cut_500          ,88_8,0.5742,0.6463,0.6505,0.6766,0.4913,0.6243
ndcg_cut_500          ,88_9,0,0.4487,0,0,0,0.2181
ndcg_cut_500          ,89_1,0.7026,0.7025,0.7025,0.7026,0.7026,0.7025
ndcg_cut_500          ,89_10,0,0.543,0.5019,0.4115,0.3825,0.4881
ndcg_cut_500          ,89_11,0.3443,0.3135,0.5058,0.0335,0.3471,0.2514
ndcg_cut_500          ,89_2,0.4801,0.4801,0.1095,0.345,0.5535,0.345
ndcg_cut_500          ,89_3,0.3979,0.5858,0.6194,0.6194,0.5858,0.5593
ndcg_cut_500          ,89_4,0.9817,0.982,0.8383,0.8383,0.9703,0.839
ndcg_cut_500          ,89_5,0.8468,0.8468,0.8311,0.7182,0.7782,0.7314
ndcg_cut_500          ,89_6,0,0.3394,0,0,0.0198,0
ndcg_cut_500          ,89_7,0.7636,0.7636,0.6364,0.7635,0.7211,0.7075
ndcg_cut_500          ,89_8,0.6963,0.6963,0.6855,0.7033,0.2566,0.6804
ndcg_cut_500          ,89_9,0.4598,0.5451,0.4608,0.5163,0.4519,0.4778
ndcg_cut_500          ,90_1,0.7029,0.7029,0.7029,0.7029,0.7029,0.7029
ndcg_cut_500          ,90_2,0.214,0.5516,0.3501,0.7063,0.6014,0.649
ndcg_cut_500          ,90_3,0.0409,0.3445,0.3771,0.3106,0.2452,0.3068
ndcg_cut_500          ,90_4,0.0219,0.6131,0.2877,0.4694,0,0.423
ndcg_cut_500          ,90_5,0.4006,0.5249,0.5797,0.455,0.535,0.4586
ndcg_cut_500          ,90_6,0.4182,0.412,0.421,0.423,0.4425,0.3447
ndcg_cut_500          ,90_7,0,0.4308,0.3862,0,0,0.0068
ndcg_cut_500          ,90_8,0,0.6828,0.7409,0.7515,0.4416,0.6729
ndcg_cut_500          ,91_1,0.5735,0.8159,0.5735,0.5735,0.5735,0.5735
ndcg_cut_500          ,91_2,0.2581,0.5216,0.5657,0.5341,0.4139,0.5363
ndcg_cut_500          ,91_3,0.0328,0.6378,0.0141,0.0848,0.192,0.0979
ndcg_cut_500          ,91_4,0.5496,0.0164,0.5469,0.6364,0.4681,0.4702
ndcg_cut_500          ,91_5,0.0258,0.1935,0.0601,0.0447,0,0.0468
ndcg_cut_500          ,91_6,0.6494,0.6494,0.0462,0,0.6533,0.587
ndcg_cut_500          ,91_7,0.0157,0.289,0.1718,0.2048,0.2828,0.2234
ndcg_cut_500          ,91_8,0.2853,0.6754,0.7935,0.6197,0.5022,0.6885
ndcg_cut_500          ,92_1,0.2252,0.2252,0.2252,0.2252,0.2252,0.2252
ndcg_cut_500          ,92_2,0.3533,0.4822,0.5224,0.4742,0.0787,0.4789
ndcg_cut_500          ,92_3,0.4985,0.4365,0.424,0.2551,0.3239,0.3159
ndcg_cut_500          ,92_4,0.0566,0.4349,0.399,0.321,0.0636,0.3028
ndcg_cut_500          ,92_5,0.4788,0.4433,0.3154,0.4075,0.3436,0.408
ndcg_cut_500          ,92_6,0.4803,0.507,0.4187,0.341,0.0594,0.4584
ndcg_cut_500          ,92_7,0.3333,0.3653,0.3425,0.4163,0.3434,0.4163
ndcg_cut_500          ,93_1,0.353,0.353,0.353,0.353,0.353,0.353
ndcg_cut_500          ,93_2,0.4127,0.3711,0.4326,0.4834,0.6126,0.4834
ndcg_cut_500          ,93_3,0.6463,0.4693,0.7438,0.7438,0,0
ndcg_cut_500          ,93_4,0.3146,0.3238,0.0552,0.0851,0.4031,0.0851
ndcg_cut_500          ,93_5,0.5865,0.1217,0.3782,0.3747,0.4144,0.3747
ndcg_cut_500          ,93_6,0.173,0,0.3579,0.7511,0.5453,0.7511
ndcg_cut_500          ,94_1,0.7214,0.7214,0.7214,0.7214,0.7214,0.7214
ndcg_cut_500          ,94_2,0.1286,0.461,0.5433,0.4948,0.4079,0.5053
ndcg_cut_500          ,94_3,0.2772,0.3383,0.3982,0.3841,0.339,0.3835
ndcg_cut_500          ,94_4,0.3304,0.224,0.1163,0.3301,0.3245,0.1438
ndcg_cut_500          ,94_5,0.4372,0.5169,0.3806,0.5008,0.3796,0.4
ndcg_cut_500          ,94_6,0.4201,0.3783,0.2299,0.2178,0.2752,0.3074
ndcg_cut_500          ,94_7,0.2846,0.3389,0.3693,0.2582,0.0697,0.2096
ndcg_cut_500          ,94_8,0.5127,0.6123,0.4924,0.3677,0.5108,0.2815
ndcg_cut_500          ,95_1,0.3302,0.3302,0.3302,0.3302,0.3302,0.3302
ndcg_cut_500          ,95_2,0.2452,0.3941,0.3546,0.1212,0.2509,0.2663
ndcg_cut_500          ,95_3,0.5196,0.4579,0.5075,0.5528,0.489,0.5528
ndcg_cut_500          ,95_4,0.4524,0.4524,0.3801,0.3794,0.2066,0.3629
ndcg_cut_500          ,95_5,0.2997,0.3422,0.3177,0.2648,0.3938,0.2648
ndcg_cut_500          ,95_6,0.7751,0.7751,0.712,0.73,0.2715,0.7072
ndcg_cut_500          ,95_7,0.6883,0.6883,0.6883,0.5917,0.6741,0.6424
ndcg_cut_500          ,95_8,0.5699,0.5699,0.5699,0.4986,0.4959,0.4986
ndcg_cut_500          ,96_1,0.6052,0.6052,0.6052,0.6052,0.6052,0.6052
ndcg_cut_500          ,96_3,0.4589,0.4589,0.2974,0.2533,0.1952,0.4929
ndcg_cut_500          ,96_4,0.808,0.808,0.7255,0.6862,0.7884,0.7017
ndcg_cut_500          ,96_5,0.2488,0.227,0.387,0.2323,0,0.3378
ndcg_cut_500          ,96_6,0.5582,0.5488,0.6904,0.3799,0.6089,0.4471
ndcg_cut_500          ,96_7,0.669,0.6821,0.6706,0.6682,0.6239,0.6101
ndcg_cut_500          ,96_8,0.7096,0.7088,0.6705,0.5301,0.7038,0.5302
ndcg_cut_500          ,97_1,0.4391,0.4331,0.4391,0.4391,0.4391,0.4391
ndcg_cut_500          ,97_2,0.6386,0.6515,0.6524,0.5792,0.587,0.5803
ndcg_cut_500          ,97_3,0.5479,0.5523,0.5645,0.545,0.52,0.5309
ndcg_cut_500          ,97_4,0.405,0.5217,0.5358,0.5227,0.5522,0.5268
ndcg_cut_500          ,97_5,0.218,0.4463,0.4929,0.4838,0.2152,0.4808
ndcg_cut_500          ,97_6,0.1381,0.435,0.6107,0.1351,0.1537,0.1382
ndcg_cut_500          ,97_7,0,0.3603,0.4024,0.3595,0.5537,0.3595
ndcg_cut_500          ,97_8,0.0271,0.5462,0.4468,0.2617,0,0.2857
ndcg_cut_500          ,98_1,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711
ndcg_cut_500          ,98_2,0.301,0.7753,0.3795,0.7183,0.6101,0.5078
ndcg_cut_500          ,98_3,0.0323,0.5075,0.3608,0.4413,0.5114,0.6086
ndcg_cut_500          ,98_4,0.1074,0.3679,0.202,0.2884,0.0701,0.0361
ndcg_cut_500          ,98_5,0.322,0.3131,0.2981,0.3496,0.3475,0.2935
ndcg_cut_500          ,98_6,0.5876,0.5819,0.5314,0.5743,0.3804,0.5719
ndcg_cut_500          ,98_7,0.3356,0.2701,0.2675,0.2404,0.3783,0.177
ndcg_cut_500          ,98_8,0.6922,0.7281,0.5143,0.1719,0.5828,0.1719
ndcg_cut_500          ,99_1,0.6323,0.6322,0.6322,0.6323,0.6323,0.6322
ndcg_cut_500          ,99_2,0.2387,0.146,0.1983,0.0422,0.181,0.1925
ndcg_cut_500          ,99_3,0.067,0.3946,0.0765,0.004,0.0565,0.0818
ndcg_cut_500          ,99_4,0.3279,0.3905,0.2298,0.3175,0.1704,0.2012
ndcg_cut_500          ,99_5,0,0.5844,0.5844,0.5356,0.1794,0.5372
ndcg_cut_500          ,99_6,0.3841,0.5524,0.5164,0.2278,0.3804,0.4157
ndcg_cut_500          ,99_7,0.1213,0.3986,0.1969,0.4804,0.4312,0.4804
ndcg_cut_500          ,99_8,0.3189,0.6596,0.6553,0.6784,0.5963,0.6703
ndcg_cut_500          ,all,0.3911,0.5232,0.4781,0.4671,0.3894,0.4598
ndcg_rel              ,100_1,0.6304,0.6304,0.6304,0.6304,0.6304,0.6304
ndcg_rel              ,100_2,0.7055,0.7267,0.6494,0.689,0.6719,0.6688
ndcg_rel              ,100_3,0.0433,0.7005,0.2523,0.3483,0.5094,0.4962
ndcg_rel              ,100_4,0.4004,0.5291,0.3289,0.3958,0.1454,0.2339
ndcg_rel              ,100_5,0,0.2215,0.3034,0.2752,0,0.2518
ndcg_rel              ,100_6,0.4403,0.4403,0.5111,0.5563,0.6844,0.5617
ndcg_rel              ,100_7,0.6224,0.1956,0.2439,0.1956,0.1971,0.3056
ndcg_rel              ,100_8,0.1981,0.1955,0.1988,0.1285,0.2465,0.1022
ndcg_rel              ,101_1,0.1319,0.1319,0.1319,0.1319,0.1319,0.1319
ndcg_rel              ,101_10,0.0842,0.7283,0.4357,0.6528,0.5674,0.6387
ndcg_rel              ,101_2,0.4321,0.4321,0.5187,0.5016,0.4091,0.5016
ndcg_rel              ,101_3,0.6634,0.6634,0.6515,0.6225,0.6749,0.6515
ndcg_rel              ,101_4,0.405,0.7787,0.3645,0.2606,0.3212,0.314
ndcg_rel              ,101_5,0.6847,0.5382,0.634,0.2786,0.3494,0.3569
ndcg_rel              ,101_6,0.4563,0.4563,0.4563,0.6877,0.0046,0.4628
ndcg_rel              ,101_7,0.1114,0.7068,0.6601,0.5083,0.6175,0.7027
ndcg_rel              ,101_8,0.1525,0.7966,0.0682,0.3713,0.1284,0.9471
ndcg_rel              ,101_9,0.1089,0.2807,0.7923,0.4162,0.1371,0.464
ndcg_rel              ,102_1,0.6178,0.6292,0.6178,0.6178,0.6178,0.6178
ndcg_rel              ,102_2,0.3483,0.439,0.0917,0.2419,0.1504,0.3075
ndcg_rel              ,102_3,0.9509,0.9105,0.9303,0.9294,0.9294,0.9294
ndcg_rel              ,102_4,0.3691,0.3691,0.5368,0.4361,0.4388,0.4124
ndcg_rel              ,102_5,0.365,0.2894,0.2925,0.3687,0.3034,0.4769
ndcg_rel              ,102_6,0.6316,0.6316,0.5823,0.5271,0.2099,0.5189
ndcg_rel              ,102_7,0.4484,0.4539,0.4768,0.323,0.4687,0.6226
ndcg_rel              ,102_8,0.1134,0.4167,0.0658,0.1602,0.1553,0.1408
ndcg_rel              ,102_9,0.188,0.5039,0,0.0047,0.0982,0.0232
ndcg_rel              ,103_1,0.3071,0.4859,0.3071,0.3071,0.3071,0.3071
ndcg_rel              ,103_10,0.11,0.3038,0.2168,0.1488,0.0521,0.2198
ndcg_rel              ,103_2,0.7494,0.6112,0.6785,0.5131,0.5198,0.7865
ndcg_rel              ,103_3,0.0576,0.2099,0.2877,0.179,0.0643,0.207
ndcg_rel              ,103_4,0.1064,0.3052,0.3052,0.498,0,0.3052
ndcg_rel              ,103_5,0.4411,0.6083,0.6083,0.7638,0.5121,0.7638
ndcg_rel              ,103_6,0.0754,0.4026,0.2704,0.3494,0.0304,0.3969
ndcg_rel              ,103_8,0,0.1877,0.7152,0.535,0.2132,0.3007
ndcg_rel              ,103_9,0,0.4466,0.1728,0.584,0,0.3342
ndcg_rel              ,104_1,0.3787,0.3787,0.3787,0.3787,0.3787,0.3787
ndcg_rel              ,104_10,0,0.1929,0.4315,0,0,0
ndcg_rel              ,104_12,0.1854,0.3561,0.1771,0.2092,0.021,0.1573
ndcg_rel              ,104_13,0.1179,0.2905,0.1901,0.2004,0.1587,0.1563
ndcg_rel              ,104_3,0.4936,0.4823,0.5351,0.557,0.5653,0.2925
ndcg_rel              ,104_4,0.0804,0.533,0.4157,0.4269,0.1871,0.4064
ndcg_rel              ,104_6,0.1372,0.5421,0.1285,0.2888,0,0.1125
ndcg_rel              ,104_7,0.3156,0.9227,0.8495,0.9008,0.375,0.942
ndcg_rel              ,104_8,0.0339,0.2141,0.3527,0.2926,0.1451,0.3659
ndcg_rel              ,104_9,0.7816,0.7545,0.5147,0.796,0.7882,0.371
ndcg_rel              ,105_1,0.516,0.516,0.516,0.516,0.516,0.516
ndcg_rel              ,105_2,0.0447,0.5924,0.0874,0.0153,0,0.0548
ndcg_rel              ,105_3,0,0.2454,0.2408,0.2364,0,0.2413
ndcg_rel              ,105_4,0.0544,0.4183,0.5773,0.3828,0.0806,0.0751
ndcg_rel              ,105_5,0.4578,0.5095,0.4578,0.4165,0.604,0.2113
ndcg_rel              ,105_6,0.5422,0.5422,0.5581,0.3462,0.5094,0.3779
ndcg_rel              ,105_7,0.7183,0.7142,0.7128,0.9077,0.9565,0.9077
ndcg_rel              ,105_8,0.1125,0,0.1242,0,0,0
ndcg_rel              ,105_9,0.2738,0.4529,0.7667,0.4696,0.3729,0.4274
ndcg_rel              ,81_1,0.5548,0.5548,0.5548,0.5548,0.5548,0.5548
ndcg_rel              ,81_2,0.5292,0.5272,0.4489,0.4308,0.5143,0.5891
ndcg_rel              ,81_3,0.438,0.6638,0.5227,0.2885,0.0659,0.4821
ndcg_rel              ,81_4,0.3289,0.3914,0.3914,0.3914,0,0.3546
ndcg_rel              ,81_5,0.5981,0.5981,0.4821,0.5296,0.4776,0.5245
ndcg_rel              ,81_6,0.2304,0.2304,0.2705,0.1992,0.2174,0.1856
ndcg_rel              ,81_7,0.1178,0.1615,0.1362,0.1202,0.1147,0.1145
ndcg_rel              ,81_8,0.214,0.2852,0.1317,0.1207,0.1388,0.1318
ndcg_rel              ,82_1,0.6321,0.6321,0.6321,0.6321,0.6321,0.6321
ndcg_rel              ,82_10,0.0653,0.091,0.4504,0.1011,0.0679,0.0872
ndcg_rel              ,82_2,0.3672,0.3672,0.3249,0.3081,0.3081,0.3082
ndcg_rel              ,82_3,0.4573,0.4433,0.4456,0.442,0.3124,0.3049
ndcg_rel              ,82_4,0.7334,0.7657,0.4366,0.7699,0.7829,0.7699
ndcg_rel              ,82_5,0.1672,0.5349,0.3718,0.5344,0.2059,0.3455
ndcg_rel              ,82_6,0.2168,0.7322,0.7245,0.6834,0.1818,0.6349
ndcg_rel              ,82_7,0.4159,0.4028,0.4655,0.3807,0.3505,0.3575
ndcg_rel              ,82_8,0.5001,0.7895,0.409,0.6768,0.6267,0.48
ndcg_rel              ,82_9,0.1125,0.7019,0.7175,0.8361,0.6209,0.8318
ndcg_rel              ,83_1,0.4417,0.4417,0.4417,0.4417,0.4417,0.4417
ndcg_rel              ,83_2,0.2195,0.6561,0.6456,0.6227,0.2552,0.6227
ndcg_rel              ,83_3,0.6998,0.6873,0.6873,0.4095,0.7198,0.5479
ndcg_rel              ,83_4,0.3804,0.3683,0.3297,0.2615,0.3445,0.2839
ndcg_rel              ,83_5,0.3759,0.5275,0.4254,0.3777,0.1248,0.4358
ndcg_rel              ,83_6,0.218,0.7409,0.1082,0.2715,0.2386,0.2251
ndcg_rel              ,83_7,0.7284,0.4254,0.5628,0.5873,0.296,0.5667
ndcg_rel              ,83_8,0.5471,0.5423,0.5957,0.4587,0.4758,0.4587
ndcg_rel              ,84_1,0.6103,0.6103,0.6103,0.6103,0.6103,0.6103
ndcg_rel              ,84_2,0.2628,0.3518,0.373,0.3303,0.4152,0.3561
ndcg_rel              ,84_3,0.41,0.6403,0.4429,0.5118,0.4092,0.4333
ndcg_rel              ,84_4,0.5046,0.5936,0.6448,0.5878,0.2877,0.5633
ndcg_rel              ,84_5,0.2293,0.2557,0.1875,0.2236,0.0687,0.1288
ndcg_rel              ,84_6,0.0711,0.2212,0.2422,0.2898,0.0893,0.2158
ndcg_rel              ,85_1,0.6964,0.6414,0.6964,0.6964,0.6964,0.6964
ndcg_rel              ,85_2,0.5791,0.5791,0.5544,0.577,0.6112,0.5925
ndcg_rel              ,85_3,0.4827,0.7973,0.7897,0.8086,0.8121,0.7959
ndcg_rel              ,85_4,0.0749,0.6729,0.7454,0.7478,0.6113,0.7478
ndcg_rel              ,85_5,0.3757,0.5932,0.4044,0.344,0,0.4284
ndcg_rel              ,85_6,0.5271,0.7526,0.7567,0.7233,0.6296,0.7328
ndcg_rel              ,85_7,0,0.5237,0.4074,0.4549,0.398,0.5045
ndcg_rel              ,85_8,0,0.367,0.3587,0.3218,0.3118,0.3726
ndcg_rel              ,85_9,0,0.3168,0.5429,0.5322,0,0.5295
ndcg_rel              ,86_1,0.6581,0.6581,0.6581,0.6581,0.6581,0.6581
ndcg_rel              ,86_2,0.1357,0.2964,0.22,0.1993,0.1988,0.2004
ndcg_rel              ,86_3,0.6961,0.7043,0.5836,0.7128,0.6302,0.7254
ndcg_rel              ,86_4,0.2476,0.4616,0.51,0.442,0.4763,0.4819
ndcg_rel              ,86_5,0.2173,0.2754,0.6647,0.6641,0.5399,0.592
ndcg_rel              ,86_6,0.2132,0.2132,0,0.6397,0.0209,0
ndcg_rel              ,86_7,0.6497,0.6744,0.6831,0.7142,0.0331,0.6042
ndcg_rel              ,87_1,0.5667,0.5667,0.5667,0.5667,0.5667,0.5667
ndcg_rel              ,87_2,0.3182,0.321,0.3247,0.3171,0.3555,0.3171
ndcg_rel              ,87_3,0.931,0.931,0.931,0.9103,0.8699,0.9103
ndcg_rel              ,87_4,0.8152,0.8072,0.6685,0.5998,0.7931,0.5998
ndcg_rel              ,87_5,0.7355,0.7483,0.6503,0.7512,0.5294,0.7506
ndcg_rel              ,87_7,0.4862,0.5637,0.5637,0.5232,0.5472,0.4937
ndcg_rel              ,87_8,0.2276,0.4591,0.204,0.2222,0.0487,0.2017
ndcg_rel              ,87_9,0.4356,0.3919,0.4175,0.4804,0.3534,0.4036
ndcg_rel              ,88_1,0.3531,0.3531,0.3531,0.3531,0.3531,0.3531
ndcg_rel              ,88_10,0.3192,0.397,0.5604,0.5676,0.4723,0.4699
ndcg_rel              ,88_2,0.7564,0.7236,0.7364,0.7364,0.682,0.7364
ndcg_rel              ,88_3,0.468,0.541,0.4629,0.3128,0.5475,0.5625
ndcg_rel              ,88_4,0.1869,0.2968,0.0992,0.1164,0.1544,0.1378
ndcg_rel              ,88_5,0.5685,0.5685,0.5715,0.5557,0.5171,0.4388
ndcg_rel              ,88_6,0.3534,0.3173,0.179,0.199,0.6571,0.3196
ndcg_rel              ,88_7,0.334,0.5018,0.5009,0.5046,0.4943,0.4967
ndcg_rel              ,88_8,0.4913,0.5251,0.5431,0.6002,0.4291,0.5351
ndcg_rel              ,88_9,0,0.481,0.0546,0.0271,0,0.1874
ndcg_rel              ,89_1,0.7175,0.7175,0.7175,0.7175,0.7175,0.7175
ndcg_rel              ,89_10,0,0.6254,0.5607,0.4533,0.4116,0.5296
ndcg_rel              ,89_11,0.3225,0.2873,0.4772,0.0811,0.3734,0.2274
ndcg_rel              ,89_2,0.4152,0.4152,0.1629,0.3674,0.5962,0.3674
ndcg_rel              ,89_3,0.2882,0.4902,0.57,0.57,0.4902,0.4488
ndcg_rel              ,89_4,0.9728,0.9715,0.6363,0.6363,0.9611,0.6386
ndcg_rel              ,89_5,0.818,0.818,0.7797,0.5931,0.6915,0.6205
ndcg_rel              ,89_6,0.0148,0.2968,0.0133,0.0132,0.0198,0
ndcg_rel              ,89_7,0.6835,0.6835,0.621,0.7196,0.6697,0.5912
ndcg_rel              ,89_8,0.7216,0.7216,0.7237,0.7344,0.2068,0.6788
ndcg_rel              ,89_9,0.3542,0.4588,0.3536,0.4779,0.4123,0.3981
ndcg_rel              ,90_1,0.5839,0.5839,0.5839,0.5839,0.5839,0.5839
ndcg_rel              ,90_2,0.2343,0.4165,0.2886,0.5667,0.4567,0.5384
ndcg_rel              ,90_3,0.0921,0.2491,0.2414,0.2074,0.1552,0.1992
ndcg_rel              ,90_4,0.0545,0.5305,0.3255,0.4615,0,0.2835
ndcg_rel              ,90_5,0.3465,0.462,0.5476,0.5312,0.5521,0.5357
ndcg_rel              ,90_6,0.2996,0.2881,0.3236,0.4154,0.3304,0.2602
ndcg_rel              ,90_7,0.0066,0.2967,0.2626,0.0162,0,0.0182
ndcg_rel              ,90_8,0,0.4977,0.5602,0.5757,0.3202,0.6462
ndcg_rel              ,91_1,0.5563,0.7149,0.5563,0.5563,0.5563,0.5563
ndcg_rel              ,91_2,0.2351,0.4006,0.4499,0.4077,0.3061,0.4079
ndcg_rel              ,91_3,0.1022,0.5061,0.0548,0.1355,0.183,0.1348
ndcg_rel              ,91_4,0.5992,0.0472,0.5866,0.6259,0.4193,0.4203
ndcg_rel              ,91_5,0.0258,0.0969,0.0893,0.0447,0.0191,0.0468
ndcg_rel              ,91_6,0.4847,0.4847,0.0885,0,0.5018,0.4342
ndcg_rel              ,91_7,0.0154,0.2631,0.1873,0.2041,0.2515,0.23
ndcg_rel              ,91_8,0.2978,0.6057,0.7397,0.567,0.4053,0.6442
ndcg_rel              ,92_1,0.1874,0.1874,0.1874,0.1874,0.1874,0.1874
ndcg_rel              ,92_2,0.28,0.3613,0.4198,0.3681,0.0956,0.332
ndcg_rel              ,92_3,0.5178,0.362,0.3933,0.2903,0.2685,0.2718
ndcg_rel              ,92_4,0.0678,0.3883,0.4208,0.3533,0.0861,0.3151
ndcg_rel              ,92_5,0.3954,0.3823,0.2681,0.3115,0.2787,0.374
ndcg_rel              ,92_6,0.4402,0.5321,0.4451,0.3455,0.0916,0.5021
ndcg_rel              ,92_7,0.2398,0.2733,0.2726,0.3364,0.2564,0.3364
ndcg_rel              ,93_1,0.2314,0.2314,0.2314,0.2314,0.2314,0.2314
ndcg_rel              ,93_2,0.3138,0.2988,0.3327,0.3512,0.5426,0.3512
ndcg_rel              ,93_3,0.6811,0.4034,0.7279,0.7279,0.0413,0.0406
ndcg_rel              ,93_4,0.1845,0.1913,0.1246,0.1298,0.2428,0.1298
ndcg_rel              ,93_5,0.4757,0.1646,0.2753,0.2728,0.2849,0.2728
ndcg_rel              ,93_6,0.1706,0.0478,0.2644,0.7652,0.4749,0.7652
ndcg_rel              ,94_1,0.6043,0.6043,0.6043,0.6043,0.6043,0.6043
ndcg_rel              ,94_2,0.1367,0.476,0.5762,0.5303,0.4031,0.5278
ndcg_rel              ,94_3,0.2501,0.246,0.309,0.2881,0.312,0.3752
ndcg_rel              ,94_4,0.3912,0.2126,0.1051,0.394,0.3927,0.0959
ndcg_rel              ,94_5,0.397,0.4782,0.3634,0.4693,0.3788,0.4137
ndcg_rel              ,94_6,0.3386,0.3014,0.2188,0.2327,0.2388,0.26
ndcg_rel              ,94_7,0.189,0.2396,0.2777,0.2386,0.086,0.1957
ndcg_rel              ,94_8,0.5354,0.5191,0.411,0.36,0.4953,0.2391
ndcg_rel              ,95_1,0.3569,0.3569,0.3569,0.3569,0.3569,0.3569
ndcg_rel              ,95_2,0.2946,0.3341,0.3215,0.1533,0.252,0.345
ndcg_rel              ,95_3,0.5689,0.5004,0.5399,0.5714,0.5378,0.5714
ndcg_rel              ,95_4,0.346,0.346,0.2991,0.3044,0.1945,0.297
ndcg_rel              ,95_5,0.2662,0.287,0.2708,0.2525,0.3585,0.2525
ndcg_rel              ,95_6,0.6102,0.6102,0.5519,0.5539,0.256,0.5034
ndcg_rel              ,95_7,0.5865,0.5865,0.5865,0.4996,0.5561,0.5323
ndcg_rel              ,95_8,0.4181,0.4181,0.4181,0.4071,0.3711,0.4071
ndcg_rel              ,96_1,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278
ndcg_rel              ,96_3,0.5941,0.5941,0.3197,0.2225,0.2336,0.6197
ndcg_rel              ,96_4,0.7295,0.7295,0.5832,0.5252,0.7147,0.5421
ndcg_rel              ,96_5,0.2412,0.1906,0.3663,0.2233,0,0.3408
ndcg_rel              ,96_6,0.4707,0.4735,0.6821,0.2828,0.5595,0.3292
ndcg_rel              ,96_7,0.6324,0.6297,0.6326,0.638,0.6075,0.5954
ndcg_rel              ,96_8,0.6958,0.6987,0.6413,0.5583,0.7368,0.5584
ndcg_rel              ,97_1,0.5305,0.5223,0.5305,0.5305,0.5305,0.5305
ndcg_rel              ,97_2,0.5166,0.5394,0.5563,0.4458,0.463,0.4454
ndcg_rel              ,97_3,0.4032,0.4042,0.418,0.3978,0.3785,0.3838
ndcg_rel              ,97_4,0.3945,0.627,0.6467,0.637,0.6582,0.6398
ndcg_rel              ,97_5,0.2087,0.5227,0.5348,0.5452,0.2071,0.5467
ndcg_rel              ,97_6,0.1535,0.4812,0.6244,0.1523,0.167,0.1529
ndcg_rel              ,97_7,0.0328,0.2307,0.2984,0.2157,0.4388,0.2157
ndcg_rel              ,97_8,0.0568,0.5315,0.4408,0.2654,0,0.2959
ndcg_rel              ,98_1,0.5804,0.5804,0.5804,0.5804,0.5804,0.5804
ndcg_rel              ,98_2,0.2589,0.7368,0.2769,0.6536,0.443,0.3504
ndcg_rel              ,98_3,0.0323,0.5425,0.4992,0.5265,0.5533,0.5434
ndcg_rel              ,98_4,0.1172,0.3052,0.1634,0.2251,0.1217,0.0879
ndcg_rel              ,98_5,0.2791,0.2675,0.2476,0.2853,0.2613,0.2454
ndcg_rel              ,98_6,0.5524,0.5517,0.5129,0.5084,0.3801,0.5374
ndcg_rel              ,98_7,0.294,0.2598,0.2291,0.2191,0.2981,0.2065
ndcg_rel              ,98_8,0.5609,0.6127,0.3688,0.1797,0.449,0.1797
ndcg_rel              ,99_1,0.5669,0.5668,0.5668,0.5669,0.5669,0.5668
ndcg_rel              ,99_2,0.2021,0.1345,0.1672,0.0686,0.1598,0.1607
ndcg_rel              ,99_3,0.1101,0.4068,0.1507,0.0361,0.1235,0.1312
ndcg_rel              ,99_4,0.4305,0.4621,0.2647,0.3631,0.2413,0.2751
ndcg_rel              ,99_5,0,0.5732,0.5732,0.4802,0.192,0.4896
ndcg_rel              ,99_6,0.3786,0.5619,0.4351,0.2602,0.3897,0.363
ndcg_rel              ,99_7,0.208,0.3102,0.2212,0.4316,0.376,0.4316
ndcg_rel              ,99_8,0.266,0.6916,0.5895,0.7128,0.6076,0.6967
ndcg_rel              ,all,0.3582,0.4741,0.4327,0.4258,0.3588,0.4169
num_nonrel_judged_ret ,100_1,48,48,48,48,48,48
num_nonrel_judged_ret ,100_2,88,87,65,72,78,74
num_nonrel_judged_ret ,100_3,90,64,93,89,92,90
num_nonrel_judged_ret ,100_4,81,64,77,84,66,81
num_nonrel_judged_ret ,100_5,31,119,119,110,19,117
num_nonrel_judged_ret ,100_6,26,26,30,27,28,35
num_nonrel_judged_ret ,100_7,124,113,61,113,70,75
num_nonrel_judged_ret ,100_8,43,57,60,75,57,71
num_nonrel_judged_ret ,101_1,86,86,86,86,86,86
